Taxa,Location,Year,Rep,DTA,PH,GNP,TGW,YPP,ADF,Amylose,Cal.g,Fat,Fe,IVSD,Mg,Mn,Moisture,NDF,N.mg,P,Prolamin,Protein,Starch,Zn
PI655987,SC,2014,2,75,96,1243,20.5,43.9,4.51,13.14,4121.4,2.52,37.72,44.18,1459.4,14.19,11.35,8.7,10.28,0.34,5.62,12.55,71.24,18.28
PI655988,SC,2014,2,75,107,1485,23,59,4.28,12.76,4063.9,2.29,34.6,44.84,1372,13.33,11.09,8.91,8.74,0.33,4.96,11.06,71.65,16.44
PI655989,SC,2014,2,75,98,900,30.3,47.1,5.24,13.71,4192.6,3.26,49.6,44.8,1655.3,15.63,10.73,9.9,11.49,0.38,5.8,14.38,66.31,21.37
PI655990,SC,2014,2,77,81,1338,18.4,42.6,4.91,12.61,4078.3,2.19,31.87,47.86,1475.8,14.17,10.89,7.69,9.25,0.34,4.66,11.52,71.64,18.29
PI655991,SC,2014,2,77,105,1535,26.1,69.3,4.13,13.63,4062.4,1.9,36.56,42.69,1361.7,13.86,10.94,10.09,9.5,0.34,5.35,12.15,72.34,16.96
PI655992,SC,2014,2,77,99,1811,27.9,87.4,4.26,13.55,4095.6,2.39,36.55,40.97,1526.1,13.75,10.73,9.69,9.36,0.37,5.4,12.17,71.7,16.92
PI655993,SC,2014,2,79,84,2067,29.1,104,4.05,13.68,4052.5,1.94,32.98,43.31,1319.7,12.92,11.26,9.34,8.66,0.31,4.94,10.71,73.4,15.51
PI655994,SC,2014,2,64,158,1689,19.5,56.9,6.83,10.87,4124.5,3.15,45.47,47.13,1359.5,14.87,10.82,9.91,9.36,0.33,4.72,11.33,68.04,20.63
PI655995,SC,2014,2,82,175,1531,16.8,44.3,7.94,9.16,4264.6,3.8,63.12,43.36,1912.5,16.69,9.89,11.89,12.39,0.44,6.29,15.41,59.92,23.47
PI655996,SC,2014,2,84,109,1707,39.7,117.1,5.07,12.05,4156.3,2.75,39.84,43.75,1511,13.42,10.04,13.08,9.93,0.34,4.76,12.41,70.13,15.96
PI655997,SC,2014,2,82,101,1399,26.4,63.9,5.16,10.86,4109.5,2.4,41.26,49.23,1409.9,15.49,10.41,9.4,10.77,0.34,5.12,13.57,71.15,20.07
PI655998,SC,2014,2,75,84,1226,25.5,54,4.09,13.58,4043.1,1.67,35.64,42.8,1388.8,13.39,11,10.43,9.08,0.33,5.06,11.31,72.22,16.45
PI655999,SC,2014,2,75,217,498,11,9.5,6.87,13.46,4185.5,3.13,46.6,46.16,1476.5,13.99,10.32,13,10.09,0.33,4.73,12.32,68.16,18.22
PI656000,SC,2014,2,75,105,1802,29.7,92.5,4.15,13.54,4137.3,2.89,45.4,41.61,1647.1,14.88,11.07,8.74,10.48,0.38,5.95,12.72,68.9,19.6
PI656001,SC,2014,2,NA,97,2960,20.3,103.7,4.49,7.95,4117.9,2.7,52.95,48.97,1446.5,15.11,10.36,9.32,9.98,0.35,4.75,12.38,69.79,19.81
PI656002,SC,2014,2,77,90,1937,24.8,83,3.99,12.01,4055.7,1.99,31.24,41.84,1345.4,12.86,11,10.05,8.63,0.32,5.23,10.94,74.33,14.48
PI656003,SC,2014,2,71,124,1740,15.6,46.9,5.71,12.24,4126.8,2.91,42.5,40.92,1367.3,12.76,10.63,13.3,8.25,0.32,4.8,10.13,70.03,15.1
PI656004,SC,2014,2,77,102,1023,25.2,44.5,4.9,11.11,4127.4,2.32,47.69,43.14,1568.2,15.92,10.76,9.3,11.32,0.38,6,14.27,67.78,21.16
PI656005,SC,2014,2,79,96,1497,24.5,63.5,5.93,15.36,4166.1,3.1,47.03,47.57,1689.2,16.02,10.71,7.89,11.44,0.39,5.39,13.87,67.47,22.29
PI656006,SC,2014,2,79,105,2235,34.5,133.4,3.95,14.67,4110,2.58,39.76,42.82,1506.7,14.01,10.87,9.67,9.59,0.35,5.39,11.8,70.85,17.42
PI656007,SC,2014,2,71,87,929,23.8,38.3,4.91,12.56,4178.9,3.27,43.77,44.79,1590,14.87,10.29,10.61,10.66,0.36,5.3,13.21,69.91,19.37
PI656008,SC,2014,2,89,139,1904,32.2,105.9,4.92,12.02,4091.5,2.45,43.72,47.69,1342.8,14.04,10.35,10.75,9.22,0.32,4.45,11.49,70.57,17.1
PI656009,SC,2014,2,96,85,1363,22,51.7,5.73,10.23,4111.3,2.11,47.12,42.93,1512,15.85,10.58,10.62,10.91,0.39,5.77,14.14,65.41,19.61
PI656010,SC,2014,2,82,89,2571,28.6,127,4.29,10.14,4124.6,2.69,38.07,43.14,1506.9,13.28,10.12,12.59,9.16,0.34,4.74,11.63,69.87,16.02
PI656011,SC,2014,2,91,126,1548,25.1,67,4.97,9.51,4119.9,2.73,56.59,49.85,1442,13.96,10.07,11.25,9.94,0.34,4.4,12.34,68.99,18.35
PI656012,SC,2014,2,89,114,1676,35.5,102.9,4.52,10.61,4096.5,2.56,40.55,52.05,1527.9,15.46,10.68,7.42,9.56,0.35,4.67,11.73,70.87,21.81
PI656013,SC,2014,2,77,169,3873,29,193.9,4.74,11.92,4175.2,3.73,40.86,40.1,1683.6,13.76,11.05,9.33,8.98,0.39,5.6,11.49,67.69,17.01
PI656014,SC,2014,2,86,194,1064,16.8,30.8,5.85,11.14,4281.4,4.84,54.89,39.32,1941.9,15.54,10.04,12.7,10.7,0.44,6.15,13.64,62.25,20.17
PI656015,SC,2014,2,71,157,1162,26.3,52.8,6.69,11.53,4126.4,2.81,50.79,51.91,1581.1,15.2,10.55,9.31,10.56,0.36,4.89,12.75,68.39,23.08
PI656016,SC,2014,2,89,102,1925,24.2,80.5,4.13,9.41,4077,2.88,39.89,48.13,1327.1,13.13,10.09,11.2,8.01,0.31,3.93,9.83,70.01,16.46
PI656017,SC,2014,2,110,146,1882,30.8,100.3,4.9,7.91,4074.1,2.22,48.78,50.06,1368.1,14.83,10.57,9.34,9.61,0.33,4.58,11.95,71.41,18.56
PI656018,SC,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656019,SC,2014,2,75,106,1816,17.3,54.3,4.56,13.23,4126,2.49,48.35,44.29,1474.7,14.62,10.56,11.68,10.38,0.35,5.37,13.06,68.91,19.46
PI656020,SC,2014,2,62,103,1618,21.3,59.6,5.63,6.28,4106.6,2.72,52.98,52.71,1385.4,16.51,10.4,10.14,10.28,0.34,4.77,12.56,69.39,22.88
PI656021,SC,2014,2,75,67,1002,28.8,49.8,4.78,14.21,4148.2,2.71,39.15,42.87,1553.9,14.26,11.51,8.54,10.46,0.35,5.86,12.74,70.91,18.45
PI656022,SC,2014,2,71,105,1751,25.6,77.5,5.49,1.18,4132.9,3.15,33.9,48.47,1452.6,14.19,10.04,9.89,8.85,0.34,4.48,11.65,70.85,18.34
PI656023,SC,2014,2,71,147,2591,22.8,101.9,4.52,11.09,4094.7,2.59,38,45.44,1375.3,14.07,10.7,9.5,9.28,0.33,4.95,11.72,72.38,18.09
PI656024,SC,2014,2,98,126,2091,30.4,109.8,5.61,12.32,4122.6,2.47,54.77,47.67,1507.2,14.93,10.56,9.4,10.56,0.36,4.95,12.97,67.52,19.68
PI656025,SC,2014,2,71,126,864,29.6,44.1,5.72,12.92,4229.3,3.93,50.22,41.35,1698.4,15.09,10.4,11.05,10.49,0.39,5.76,12.99,65.79,19.98
PI656026,SC,2014,2,86,108,3516,30.7,186.7,4.92,9.51,4044.3,1.93,33.63,43.17,1258.9,13.48,10.67,10.37,8.28,0.32,4.58,10.55,71.49,14.96
PI656027,SC,2014,2,91,122,1505,30.7,79.8,5.37,11.39,4099.5,2.24,42.22,47.36,1414,15.18,10.73,9.3,10.77,0.34,5.26,13.4,69.64,20.16
PI656028,SC,2014,2,75,262,1532,29.2,77.4,4.35,12.02,4024.8,1.89,36.97,44.5,1259.6,13.13,10.99,10.06,8.37,0.32,4.8,10.6,71.98,16.67
PI656029,SC,2014,2,82,96,1985,29.3,100.4,5.64,8.53,4237,4.67,55.16,50.12,1813.6,14.82,9.45,10.83,9.33,0.37,4.4,11.45,66.54,20.6
PI656030,SC,2014,2,62,89,375,43.3,28,6.32,3.41,4092.8,2.53,59.16,54.48,1651,19.27,11.02,6.78,11.17,0.4,5.48,13.96,65.46,29.62
PI656031,SC,2014,2,71,129,1942,37.3,125.3,3.72,13.24,4014.8,1.28,36.2,43.13,1265.7,13.36,11.08,10.05,9.55,0.33,5.52,12.14,73.28,15.85
PI656032,SC,2014,2,89,282,2194,20.2,76.5,4.5,12.69,4113.4,2.96,36.91,45.99,1396.5,14.19,10.62,9.24,9.24,0.33,4.67,11.18,71.53,17.63
PI656033,SC,2014,2,98,156,1845,34.1,108.8,5.21,11.09,4085.9,2.19,41.5,46.15,1381.3,13.91,10.48,10.72,9.34,0.34,4.66,11.91,68.75,17.34
PI656034,SC,2014,2,91,108,2427,31.8,133.3,4.76,10.34,4076.4,2.38,38.53,46.53,1354.9,14.15,10.49,8.98,9.25,0.33,4.73,11.53,72.17,18.36
PI656035,SC,2014,2,71,222,1337,27.7,64,6.23,12.63,4128,3.04,50.82,49.66,1519.9,16.07,10.32,9.01,10.49,0.36,4.94,12.68,68.89,21.47
PI656036,SC,2014,2,93,221,2554,35,154.5,4.93,12.33,4057.7,2.16,40.1,46.99,1297.4,14.28,10.81,8.92,9.29,0.33,4.64,11.21,70.76,18.05
PI656037,SC,2014,2,75,166,163,10.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656038,SC,2014,2,91,283,2423,21.4,89.7,7.35,16.02,4143.4,3.11,46.56,45.59,1444.2,14.32,10.94,9.79,9.22,0.33,4.87,10.78,68.85,19.62
PI656039,SC,2014,2,NA,304,258,8.6,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656040,SC,2014,2,82,81,1747,36,108.8,5.62,8.79,4054.6,1.97,56.73,51.04,1370.2,14.94,10.74,8.4,9.98,0.33,4.76,12.33,68.34,20.39
PI656041,SC,2014,2,96,62,1017,27.4,48.1,5.18,12.44,4112.3,2.57,45.2,50.8,1571.4,15.7,10.7,8.16,10.64,0.35,4.96,13.04,70.21,21.14
PI656042,SC,2014,2,75,89,2049,24.2,85.8,4.79,10.79,4116.2,2.42,37.12,46.24,1390.6,14.02,10.61,11.24,10,0.33,4.9,12.55,72.12,17.08
PI656043,SC,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656044,SC,2014,2,89,104,3995,28.6,197.2,5.09,10.1,4038.7,2.05,36.93,47.81,1254.8,13.52,10.47,9.95,8.57,0.31,4.37,10.61,71.35,17.25
PI656046,SC,2014,2,75,109,1796,17.9,55.7,5.24,13.76,4175.3,3.35,43.33,43.07,1626.3,14.54,10.71,9.77,10.13,0.37,5.5,12.59,68.7,18.71
PI656047,SC,2014,2,89,223,1700,29,85.1,4.69,7.12,4074.3,2.43,42.96,51.41,1369.6,14.16,10.69,8.41,8.92,0.33,4.28,11.22,71.92,19.15
PI656048,SC,2014,2,98,114,2516,21.4,93.3,4.45,11.53,4067.5,2.5,45.47,49.12,1297.4,14.4,10.29,9.72,9.24,0.32,4.58,11.25,72.21,17.99
PI656049,SC,2014,2,77,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656050,SC,2014,2,75,226,1184,23.5,48.1,6.19,11.58,4114.8,2.68,42.3,48.15,1375.6,14.49,10.55,10.3,9.9,0.34,4.87,12.36,68.45,18.96
PI656051,SC,2014,2,98,136,2954,31.4,160.5,4.62,13.39,4109.7,2.79,48.74,47.54,1475.5,14.12,10.26,9.74,9.26,0.34,4.48,11.2,68.8,18.33
PI656052,SC,2014,2,71,76,2709,23.5,109.9,4.8,10.68,4091.3,2.63,35.6,47.67,1392.9,13.95,10.81,9.28,9.19,0.33,4.66,11.53,70.7,18.34
PI656053,SC,2014,2,89,92,2307,27.7,110.5,4.58,9.54,4088.5,2.55,40.18,45.79,1353.8,14.33,10.45,10.53,9.42,0.33,4.97,11.72,70.72,18.39
PI656054,SC,2014,2,NA,303,2332,23.3,94.1,4.28,10,4134,3.03,52.38,47.8,1455.1,14.43,10.23,9.24,9.63,0.34,4.68,11.92,70.64,18.54
PI656055,SC,2014,2,75,109,1825,32.6,102.9,4.3,13.98,4114.3,2.52,43.34,42.75,1458.5,14.01,10.69,10.72,9.55,0.35,5.04,12.04,70.59,17.43
PI656056,SC,2014,2,75,117,1947,24.9,83.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656057,SC,2014,2,100,119,973,22,37,6.01,12.01,4097.8,2.39,43.22,51.73,1468.8,14.94,10.19,9.59,9.51,0.34,4.56,11.64,69.82,20.46
PI656058,SC,2014,2,77,92,2929,26.2,132.5,4.45,12.56,4105.3,2.7,32.11,44.77,1388.6,12.06,10.24,12.12,8.22,0.32,4.21,10.64,72.59,14.07
PI656059,SC,2014,2,NA,138,3223,28.9,161.1,4.96,12.44,4093.1,2.61,39.87,46.49,1377.1,14.61,10.63,9.73,9.68,0.33,4.98,11.6,70.17,19.25
PI656060,SC,2014,2,71,108,1117,19.8,38.2,4.93,12.39,4105.8,2.58,41.34,44.52,1444.7,14.18,10.92,9.84,9.43,0.34,5.05,11.65,69.14,18.58
PI656061,SC,2014,2,89,119,1011,19.6,34.3,5.56,12.1,4191.5,3.62,47.47,48.45,1559.8,15.17,10.41,9.89,10.51,0.35,4.88,12.79,67.96,20.72
PI656062,SC,2014,2,NA,124,3291,22.8,129.7,5.44,10.72,4142,2.75,49.11,48.45,1528.1,15.7,9.79,11.71,11.04,0.36,5,13.52,66.76,19.78
PI656063,SC,2014,2,77,96,1099,29.2,55.4,4.85,13.12,4133.5,2.83,39.26,43.74,1524,14.45,11.31,8.22,10.09,0.35,5.54,12.41,70.92,18.79
PI656064,SC,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656065,SC,2014,2,77,160,1111,32,61.4,6.41,14.07,4142.6,2.4,44.38,46.81,1526.2,15.55,11.06,8.16,11.61,0.36,5.79,14.32,71.69,21.02
PI656066,SC,2014,2,NA,282,605,42.8,44.7,5.61,11.04,4192,2.9,62.37,48.2,1808.4,17.55,10.43,9.22,12.44,0.41,5.84,15.4,66.26,23.77
PI656067,SC,2014,2,PS,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656068,SC,2014,2,93,100,2308,29.1,116.3,3.39,10.3,4036,2.15,35.61,45.76,1175.5,14.04,10.87,8.95,9.01,0.31,4.96,11.15,74.29,17.98
PI656069,SC,2014,2,103,88,1633,23.7,66.8,5.97,12.89,4152.4,2.49,50.95,48.36,1594.2,16.37,10.58,9.37,11.79,0.37,5.49,14.59,67.22,22.05
PI656070,SC,2014,2,86,NA,1465,27.2,69,5.74,13.12,4106.7,2.35,44.35,47.4,1374.1,15,11,9.47,10.6,0.33,5.18,12.79,69.28,20.84
PI656071,SC,2014,2,89,126,1856,26.8,86,5.95,12.57,4098.5,2.58,35.53,43.74,1451.8,12.32,10.8,12.15,8.31,0.34,4.81,10.67,69.4,15.22
PI656072,SC,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656073,SC,2014,2,62,184,613,44.3,46.9,7.61,12.26,4083.5,2.68,55.02,51.51,1569.6,17.38,11.15,6.32,10.16,0.38,5.35,12.21,67,26.2
PI656074,SC,2014,2,68,266,1409,40.6,98.8,5.26,15.21,4187.9,3.62,40.09,43.47,1563.1,13.21,10.67,11.89,9.36,0.35,5.14,11.65,69.57,16.71
PI656075,SC,2014,2,89,106,2354,24.5,99.7,5.53,12.91,4100,2.48,43.18,47.75,1408.7,15.09,10.81,8.69,10.21,0.34,4.93,12.47,68.47,20.23
PI656076,SC,2014,2,89,87,1595,32.4,89.3,5.17,14.28,4117,2.45,46.94,48,1592.8,16.06,10.54,8.11,11.11,0.38,5.42,13.65,68.4,21.07
PI656077,SC,2014,2,68,102,1267,23,50.4,5.84,10,4181.6,2.98,69.39,50.63,1701.4,17.79,10.36,8.71,13.21,0.4,6.19,16.18,64.8,26.34
PI656078,SC,2014,2,75,101,848,17.6,25.8,5.61,13.63,4270.1,3.73,52.93,46.43,2111.6,18.13,10.33,7.42,13.69,0.45,6.5,16.99,65.6,25.79
PI656079,SC,2014,2,75,NA,1412,27.4,67,5.05,13.47,4170.2,3.52,45.65,45.2,1662.7,15.14,10.44,10.31,10.42,0.37,5.25,13,68.86,20.52
PI656080,SC,2014,2,68,121,1111,21.5,41.2,5.14,11.67,4057.4,1.91,38.54,46.19,1255.2,13.97,11.18,8.78,9.61,0.32,4.99,11.95,71.71,18.3
PI656081,SC,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656082,SC,2014,2,96,NA,1610,28.9,80.3,7.1,12.06,4146.1,2.34,45.11,44.76,1401.1,14.34,10.74,12.38,10.44,0.33,5.11,12.79,68.46,18.23
PI656083,SC,2014,2,71,119,1309,41.3,93.4,4.43,12.53,4061.5,2.13,34.87,41.93,1487.2,13.4,11.11,9.25,9.28,0.36,5.71,11.7,72.82,16.69
PI656085,SC,2014,2,62,78,933,28.6,46.1,5.3,10.92,4093.4,2.86,53.12,49.44,1517.4,16.42,11.35,5.8,10.27,0.36,5.46,12.07,67.77,24.88
PI656086,SC,2014,2,71,110,1970,35,119.2,5.55,14.36,4170.2,3.08,50.6,43.58,1575.1,14.53,10.42,11.53,10.25,0.37,5.28,12.85,67.08,18.87
PI656087,SC,2014,2,64,93,1368,17.6,41.6,6.55,9.71,4135.4,3.02,52.25,51.39,1686.2,16.82,10.36,7.85,11.06,0.39,5.51,13.67,66.54,25.04
PI656088,SC,2014,2,77,81,996,23.8,41,4.65,13.38,4059.3,1.83,30.69,46.02,1497.6,13.98,11.28,6.88,9.75,0.36,5.08,12.28,72.7,17.82
PI656089,SC,2014,2,75,113,NA,NA,NA,4.37,11.77,4186.4,3.52,42.61,44.25,1645.2,15.16,10.69,8.8,10.77,0.38,5.68,13.34,69.02,20.24
PI656090,SC,2014,2,68,130,986,27.6,47,6.57,12.89,4260.5,4.56,50.47,46.14,1815.3,15.48,9.71,12.16,10.82,0.38,5.26,13.17,65.05,21.02
PI656091,SC,2014,2,103,89,840,23.8,34.6,5.4,10.49,4086.5,2.19,59.08,50.64,1425.6,16.3,11.04,7.64,11.34,0.34,5.52,13.66,68.21,23.08
PI656092,SC,2014,2,98,100,1505,29.3,76.2,5.15,8.84,4176.5,3.36,59.59,50.73,1618.5,15.45,10.13,10.94,10.62,0.37,4.81,13.14,66.47,21.46
PI656093,SC,2014,2,82,112,1423,25,61.4,3.51,10.72,4146.1,3.24,41.79,42.05,1630.7,15.26,10.5,9.61,10.27,0.38,5.81,12.81,70.83,19.3
PI656094,SC,2014,2,71,133,662,26,29.8,6.12,10.53,4186.7,3.68,48.42,44.89,1604.2,15.11,10.24,11.43,10.14,0.36,5.3,12.41,67.12,20.42
PI656095,SC,2014,2,75,108,2234,24.8,95.7,3.65,11.05,3952.2,1.08,32.44,42.1,1150.3,12.44,11.04,9.65,7.56,0.31,4.63,9.63,74.19,14.08
PI656096,SC,2014,2,71,NA,1010,32.8,57.4,4.87,11.98,4089.5,2.17,37.59,47.05,1424.3,14.23,10.67,10.11,9.93,0.33,4.83,12.28,71.08,18.15
PI656097,SC,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656098,SC,2014,2,62,170,449,37.7,29.3,6.67,12.52,4135.3,2.97,58.29,51.53,1543.7,15.85,10.54,9.73,10.77,0.36,4.91,12.99,65.82,23.39
PI656099,SC,2014,2,96,152,1844,31.1,99.1,4.88,12.79,4081.5,2.36,37.42,47.42,1293.8,14.49,11.2,8.03,9.81,0.32,4.99,11.83,72.42,19.21
PI656100,SC,2014,2,117,NA,267,19.9,9.2,5.56,8.82,4209.3,3.54,44.48,44.99,1695.9,15.93,9.91,10.8,11.14,0.39,5.44,14.15,67.85,19.65
PI656101,SC,2014,2,71,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656102,SC,2014,2,71,88,1070,28.4,52.5,5.31,11.54,4082.3,2.36,43.88,43.35,1279.9,13.41,10.52,12.79,8.88,0.32,5.07,11.22,70.75,16.19
PI656103,SC,2014,2,77,101,2169,21.9,82.1,4.65,9.78,4100.4,2.9,33.53,40.32,1501.3,11.98,10.28,12.37,7.25,0.35,4.75,9.96,69.92,13.39
PI656104,SC,2014,2,77,85,1105,15.6,29.8,6.02,16.76,4194.9,3.44,48.77,44.22,1594.4,14.31,10.86,11.27,10.39,0.35,5.5,12.55,69.31,19.41
PI656105,SC,2014,2,77,73,1956,23.1,78.2,6.57,18.1,4064.3,1.51,39.52,41.57,1299.3,11.92,11.13,13.02,8.79,0.31,5.11,10.85,70.54,14.58
PI656106,SC,2014,2,86,103,1434,33.5,83.1,7,16.13,4080,1.84,36.28,42.88,1471,13.25,11.08,11.48,8.99,0.34,4.99,11.13,68.53,16.35
PI656107,SC,2014,2,89,130,1514,29.9,78.3,5.85,11.73,4135,2.89,57.06,48.48,1439,15.24,10.09,10.63,9.94,0.34,4.76,12.24,69.11,18.96
PI656108,SC,2014,2,71,80,808,14.3,20,7.34,8.85,4160.9,2.77,65.11,53.68,1778.4,19.31,10.41,8.38,13.37,0.41,6.1,16.21,64.62,29.01
PI656109,SC,2014,2,71,66,1128,10.3,20,9.99,10.32,4194.2,2.83,64.26,49.93,1875.4,17.01,9.97,10.37,12.93,0.43,5.98,15.74,60,25.89
PI656110,SC,2014,2,79,87,822,20.8,29.5,7.24,13.01,4240.5,3.35,64.29,45.69,1797.7,16.76,10.54,11.06,12.61,0.41,6.06,15.64,61.42,24.06
PI656111,SC,2014,2,79,116,1404,12.4,30,5.55,12.12,4182.7,3.44,44.05,46.92,1619.3,15.16,10.47,10.51,10.63,0.34,5.13,12.89,69.99,20.52
PI656112,SC,2014,2,62,75,1014,24.3,42.7,5.11,-3.75,4097.8,2.66,56.04,54.34,1797.6,20.41,10.83,7.94,9.62,0.41,4.7,12.61,69.68,30.45
PI656113,SC,2014,2,75,108,976,18.6,31.4,6.17,9.94,4416.2,6.4,60.14,46.65,2259.5,18.11,9.32,10.19,12.24,0.45,5.79,14.77,61.99,25.31
PI656114,SC,2014,2,77,88,546,20.9,19.7,4.36,10.87,4120.6,2.47,43.08,43.42,1484.4,14.59,10.35,11.67,10.43,0.36,5.52,13.17,69.57,18.16
PI656115,SC,2014,2,79,139,2114,13.7,49.9,4.46,12.29,4172.1,2.91,48.43,40.9,1682,16.4,10.49,9.4,11.91,0.41,6.47,15.36,68.55,21.3
PI656116,SC,2014,2,71,81,693,21.7,26,6.1,13.27,4122,2.9,55.64,49.45,1502,15.39,10.85,8.29,10.43,0.35,5.27,12.26,67.95,22.73
PI656117,SC,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656118,SC,2014,2,82,105,833,31,44.6,6.81,11.57,4169,3.12,49.63,42.24,1612.8,14.87,10.1,12.2,10.11,0.38,5.36,12.68,65.54,19.19
PI656119,SC,2014,2,68,123,454,39.4,31,4.43,16.24,4089.7,2.08,40.42,45.61,1407.4,14.84,11.52,8.13,10.42,0.33,5.54,12.63,72.05,19.66
PI656120,SC,2014,2,77,81,2064,22.3,79.6,5.18,10.99,4088.1,2.44,35.27,46.89,1348.2,13.56,10.73,10.15,9.12,0.32,4.6,11.55,70.37,17.23
PI656121,SC,2014,2,62,158,1615,28.1,78.5,5.24,15.04,4143.7,2.75,46.9,41.09,1543,14.44,11.16,9.84,10.09,0.37,5.87,12.54,68.72,18.82
PI659691,SC,2014,2,84,101,2786,26,125.1,4.29,9.07,4042.6,2.15,48.19,49.05,1263.1,14.04,10.74,8,8.69,0.31,4.38,10.61,71.65,17.46
PI659693,SC,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI659694,SC,2014,2,89,122,960,25.3,42,5.65,13.12,4130.1,2.6,47.12,46.62,1510.7,15.83,10.47,9.89,11.16,0.36,5.48,13.75,67.35,20.29
PI659695,SC,2014,2,71,94,1632,27,76.1,6.55,10.3,4144.4,2.81,50.74,52.96,1557.2,14.89,10.36,11.61,9.86,0.32,4.25,11.88,69.28,20.67
PI659696,SC,2014,2,77,101,1371,23.4,55.4,6.47,12.91,4097.8,2.2,52.21,47.78,1418.1,14.8,10.58,10.37,10.18,0.34,4.75,12.41,68.01,19.66
PI659753,SC,2014,2,96,178,1131,22.5,44,4.64,9.75,4070.4,2.65,50.58,51.39,1366.8,14.69,10.91,7.7,9.23,0.32,4.65,10.93,72.12,20.64
PI656056,SC,2017,1,NA,97,958,17.82,17.07,4.31,15.24,4052.47,2.59,32.16,48.92,1483.92,13.42,12.36,7.44,8.27,0.36,4.6,10.6,70.22,17.98
PI656052,SC,2017,1,76,51,NA,NA,NA,5.49,13.27,4102.59,2.19,46.17,49.66,1554.93,15.28,11.7,9.2,10.42,0.36,5.35,12.82,68.4,21.14
PI656056,SC,2017,1,NA,104,1555,20.34,31.63,4.46,13.41,4043.51,1.07,39.85,44.07,1440.98,13.58,11.32,7.94,10.41,0.37,5.71,13.47,70.28,16.9
PI655975,SC,2017,1,78,74,NA,NA,NA,5.79,13.61,4075.29,1.93,38.16,47.15,1515.37,13.31,11.9,10.07,9.56,0.35,5.06,11.79,69.68,17.24
PI607931,SC,2017,1,NA,89,651,26.84,17.47,5.25,19.5,4118.96,2.5,37.87,44.78,1611.66,13.39,12.16,11.39,8.68,0.36,5,10.66,68.01,17.39
PI607931,SC,2017,1,NA,101,1298,14.18,18.4,5.49,14.26,4110.91,2.09,48.66,49.04,1590.65,15.87,12.15,11.09,11.02,0.37,5.71,13.7,65.79,22.44
PI656056,SC,2017,1,NA,107,2521,23.57,59.42,3.63,19.1,4132.62,1.46,52.13,39.93,1901.35,15.62,11.53,8.82,12.06,0.45,7.07,15.49,66.45,20.72
PI656056,SC,2017,1,NA,89,2845,22.95,65.29,5.12,14.44,4100.99,2.68,40.2,49.99,1630.74,15.92,11.78,6.99,10.25,0.39,5.28,12.65,67.98,23.18
PI656003,SC,2017,1,79,125,NA,NA,NA,5.87,15.01,4028.74,1.83,35.87,39.88,1372.75,10.6,12.18,11.65,6.13,0.32,4.57,7.7,70.58,12.28
PI607931,SC,2017,1,NA,101,1625,19.48,31.65,5.46,14.05,4065.68,1.73,33.5,43.87,1463.41,12.65,12.27,10.32,8.58,0.34,5.2,10.68,69.16,16.12
PI656056,SC,2017,1,NA,117,1872,21.26,39.8,4.85,14.19,4115.93,2.77,32.27,46.75,1738.69,14.41,12.38,8.1,9.45,0.4,5.37,12.24,68.68,19.38
PI607931,SC,2017,1,NA,87,1082,24.12,26.1,4.09,12.04,4015.35,2.61,32.71,50.07,1326.22,13.38,13.04,8.06,7.08,0.31,4.34,8.74,71.01,18.49
PI659691,SC,2017,1,76,118,NA,NA,NA,4,15.79,3929.15,1.06,18.62,43.91,1094.48,9.28,11.27,7.43,6.01,0.28,3.64,7.65,75.43,8.8
